Orthogroup	Clus_ATCC42720	Clus_L17
OG0001093	CLUG_01060	E0198_000128
OG0001094	CLUG_01061	E0198_000127
OG0001095	CLUG_01062	E0198_000126
OG0001096	CLUG_01063	E0198_000125
OG0001097	CLUG_01064	E0198_000124
OG0001098	CLUG_01065	E0198_000123
OG0001099	CLUG_01066	E0198_000121
OG0001100	CLUG_01067	E0198_000120
OG0001101	CLUG_01068	E0198_000119
OG0001102	CLUG_01069	E0198_000118
OG0001103	CLUG_01070	E0198_000117
OG0001104	CLUG_01071	E0198_000116
OG0001105	CLUG_01072	E0198_000115
OG0001106	CLUG_01073	E0198_000114
OG0001107	CLUG_01074	E0198_000112
OG0001108	CLUG_01076	E0198_000110
OG0001109	CLUG_01078	E0198_000108
OG0001110	CLUG_01079	E0198_000107
OG0001111	CLUG_01081	E0198_000106
OG0001112	CLUG_01082	E0198_000105
OG0001113	CLUG_01083	E0198_000104
OG0001114	CLUG_01084	E0198_000103
OG0001115	CLUG_01085	E0198_000102
OG0001116	CLUG_01086	E0198_000101
OG0001117	CLUG_01087	E0198_000100
OG0001118	CLUG_01088	E0198_000099
OG0001119	CLUG_01089	E0198_000098
OG0001120	CLUG_01090	E0198_000096
OG0001121	CLUG_01092	E0198_000094
OG0001122	CLUG_01093	E0198_000093
OG0001123	CLUG_01094	E0198_000092
OG0001124	CLUG_01095	E0198_000091
OG0001125	CLUG_01096	E0198_000090
OG0001126	CLUG_01097	E0198_000088
OG0001127	CLUG_01098	E0198_000087
OG0001128	CLUG_01099	E0198_000086
OG0001129	CLUG_01100	E0198_000084
OG0001130	CLUG_01101	E0198_000083
OG0001131	CLUG_01102	E0198_000082
OG0001132	CLUG_01103	E0198_000080
OG0001133	CLUG_01104	E0198_000079
OG0001134	CLUG_01105	E0198_000078
OG0001135	CLUG_01106	E0198_000077
OG0001136	CLUG_01107	E0198_000076
OG0001137	CLUG_01109	E0198_000074
OG0001138	CLUG_01110	E0198_000073
OG0001139	CLUG_01112	E0198_000072
OG0001140	CLUG_01113	E0198_000071
OG0001141	CLUG_01114	E0198_000070
OG0001142	CLUG_01115	E0198_000069
OG0001143	CLUG_01116	E0198_000068
OG0001144	CLUG_01117	E0198_000067
OG0001145	CLUG_01119	E0198_000066
OG0001146	CLUG_01120	E0198_000065
OG0001147	CLUG_01122	E0198_000064
OG0001148	CLUG_01124	E0198_000060
OG0001149	CLUG_01125	E0198_000059
OG0001150	CLUG_01127	E0198_000058
OG0001151	CLUG_01128	E0198_000057
OG0001152	CLUG_01131	E0198_000056
OG0001153	CLUG_01132	E0198_000055
OG0001154	CLUG_01133	E0198_000054
OG0001155	CLUG_01134	E0198_000053
OG0001156	CLUG_01135	E0198_000052
OG0001157	CLUG_01136	E0198_000051
OG0001158	CLUG_01137	E0198_000050
OG0001159	CLUG_01138	E0198_000049
OG0001160	CLUG_01139	E0198_000048
OG0001161	CLUG_01140	E0198_000047
OG0001162	CLUG_01141	E0198_000046
OG0001163	CLUG_01142	E0198_000045
OG0001164	CLUG_01143	E0198_000044
OG0001165	CLUG_01144	E0198_000043
OG0001166	CLUG_01145	E0198_000042
OG0001167	CLUG_01146	E0198_000041
OG0001168	CLUG_01147	E0198_000040
OG0001169	CLUG_01148	E0198_000039
OG0001170	CLUG_01152	E0198_000036
OG0001171	CLUG_01153	E0198_000035
OG0001172	CLUG_01154	E0198_000034
OG0001173	CLUG_01155	E0198_000033
OG0001174	CLUG_01156	E0198_000032
OG0001175	CLUG_01158	E0198_000031
OG0001176	CLUG_01159	E0198_000030
OG0001177	CLUG_01160	E0198_000029
OG0001178	CLUG_01161	E0198_000028
OG0001179	CLUG_01162	E0198_000027
OG0001180	CLUG_01163	E0198_000026
OG0001181	CLUG_01164	E0198_000025
OG0001182	CLUG_01165	E0198_000024
OG0001183	CLUG_01166	E0198_000023
OG0001184	CLUG_01167	E0198_000022
OG0001185	CLUG_01168	E0198_000020
OG0001186	CLUG_01169	E0198_000019
OG0001187	CLUG_01170	E0198_000018
OG0001188	CLUG_01171	E0198_000017
OG0001189	CLUG_01172	E0198_000016
OG0001190	CLUG_01173	E0198_000015
OG0001191	CLUG_01174	E0198_000014
OG0001192	CLUG_01175	E0198_000013
OG0001193	CLUG_01176	E0198_000012
OG0001194	CLUG_01177	E0198_000011
OG0001195	CLUG_01180	E0198_000008
OG0001196	CLUG_01182	E0198_000006
OG0001197	CLUG_01183	E0198_000005
OG0001198	CLUG_01184	E0198_000004
OG0001199	CLUG_01185	E0198_000003
OG0001200	CLUG_01186	E0198_000001
OG0001201	CLUG_01211	E0198_002072
OG0001202	CLUG_01212	E0198_002071
OG0001203	CLUG_01213	E0198_002070
OG0001204	CLUG_01214	E0198_002069
OG0001205	CLUG_01215	E0198_002068
OG0001206	CLUG_01217	E0198_002066
OG0001207	CLUG_01218	E0198_002065
OG0001208	CLUG_01220	E0198_002063
OG0001209	CLUG_01221	E0198_002062
OG0001210	CLUG_01224	E0198_002061
OG0001211	CLUG_01225	E0198_002060
OG0001212	CLUG_01226	E0198_002059
OG0001213	CLUG_01227	E0198_002058
OG0001214	CLUG_01228	E0198_002057
OG0001215	CLUG_01232	E0198_002055
OG0001216	CLUG_01233	E0198_002054
OG0001217	CLUG_01234	E0198_002053
OG0001218	CLUG_01235	E0198_002052
OG0001219	CLUG_01236	E0198_002051
OG0001220	CLUG_01237	E0198_002049
OG0001221	CLUG_01238	E0198_002048
OG0001222	CLUG_01239	E0198_002047
OG0001223	CLUG_01240	E0198_002046
OG0001224	CLUG_01241	E0198_002045
OG0001225	CLUG_01243	E0198_002044
OG0001226	CLUG_01244	E0198_002043
OG0001227	CLUG_01245	E0198_002042
OG0001228	CLUG_01246	E0198_002041
OG0001229	CLUG_01247	E0198_002040
OG0001230	CLUG_01248	E0198_002039
OG0001232	CLUG_01251	E0198_002037
OG0001233	CLUG_01252	E0198_002036
OG0001234	CLUG_01253	E0198_002035
OG0001235	CLUG_01254	E0198_002034
OG0001236	CLUG_01255	E0198_002033
OG0001237	CLUG_01256	E0198_002032
OG0001238	CLUG_01257	E0198_002031
OG0001239	CLUG_01258	E0198_002030
OG0001240	CLUG_01259	E0198_002029
OG0001241	CLUG_01260	E0198_002028
OG0001242	CLUG_01261	E0198_002027
OG0001243	CLUG_01262	E0198_002024
OG0001244	CLUG_01263	E0198_002023
OG0001245	CLUG_01264	E0198_002022
OG0001246	CLUG_01265	E0198_002021
OG0001247	CLUG_01266	E0198_002020
OG0001248	CLUG_01267	E0198_002019
OG0001249	CLUG_01268	E0198_002018
OG0001250	CLUG_01269	E0198_002017
OG0001251	CLUG_01270	E0198_002016
OG0001252	CLUG_01271	E0198_002015
OG0001253	CLUG_01272	E0198_002014
OG0001254	CLUG_01273	E0198_002012
OG0001255	CLUG_01276	E0198_002009
OG0001256	CLUG_01277	E0198_002008
OG0001257	CLUG_01278	E0198_002007
OG0001258	CLUG_01279	E0198_002006
OG0001259	CLUG_01280	E0198_002005
OG0001260	CLUG_01282	E0198_002003
OG0001261	CLUG_01283	E0198_002002
OG0001262	CLUG_01284	E0198_002001
OG0001263	CLUG_01285	E0198_002000
OG0001264	CLUG_01286	E0198_001999
OG0001265	CLUG_01287	E0198_001998
OG0001266	CLUG_01288	E0198_001997
OG0001267	CLUG_01289	E0198_001996
OG0001268	CLUG_01290	E0198_001995
OG0001269	CLUG_01291	E0198_001993
OG0001270	CLUG_01292	E0198_001992
OG0001271	CLUG_01293	E0198_001991
OG0001272	CLUG_01294	E0198_001990
OG0001273	CLUG_01297	E0198_001989
OG0001274	CLUG_01298	E0198_001988
OG0001275	CLUG_01299	E0198_001987
OG0001276	CLUG_01300	E0198_001986
OG0001277	CLUG_01301	E0198_001985
OG0001278	CLUG_01302	E0198_001984
OG0001279	CLUG_01303	E0198_001983
OG0001280	CLUG_01305	E0198_001981
OG0001281	CLUG_01306	E0198_001980
OG0001282	CLUG_01307	E0198_001979
OG0001283	CLUG_01308	E0198_001978
OG0001284	CLUG_01309	E0198_001977
OG0001285	CLUG_01310	E0198_001976
OG0001286	CLUG_01311	E0198_001975
OG0001287	CLUG_01313	E0198_001974
OG0001288	CLUG_01314	E0198_001973
OG0001289	CLUG_01315	E0198_001972
OG0001290	CLUG_01317	E0198_001970
OG0001291	CLUG_01318	E0198_001969
OG0001292	CLUG_01319	E0198_001968
OG0001293	CLUG_01321	E0198_001966
OG0001294	CLUG_01322	E0198_001965
OG0001295	CLUG_01323	E0198_001964
OG0001296	CLUG_01324	E0198_001962
OG0001297	CLUG_01325	E0198_001961
OG0001298	CLUG_01326	E0198_001960
OG0001299	CLUG_01327	E0198_001959
OG0001300	CLUG_01328	E0198_001958
OG0001301	CLUG_01329	E0198_001956
OG0001302	CLUG_01330	E0198_001955
OG0001303	CLUG_01331	E0198_001954
OG0001304	CLUG_01332	E0198_001952
OG0001305	CLUG_01333	E0198_001951
OG0001306	CLUG_01334	E0198_001950
OG0001307	CLUG_01336	E0198_001949
OG0001308	CLUG_01338	E0198_001947
OG0001309	CLUG_01339	E0198_001946
OG0001310	CLUG_01342	E0198_001944
OG0001311	CLUG_01344	E0198_001942
OG0001312	CLUG_01345	E0198_001941
OG0001313	CLUG_01348	E0198_001940
OG0001314	CLUG_01349	E0198_001939
OG0001315	CLUG_01350	E0198_001938
OG0001316	CLUG_01351	E0198_001937
OG0001317	CLUG_01353	E0198_001936
OG0001318	CLUG_01354	E0198_001935
OG0001319	CLUG_01355	E0198_001934
OG0001320	CLUG_01356	E0198_001933
OG0001321	CLUG_01358	E0198_001932
OG0001322	CLUG_01359	E0198_001931
OG0001323	CLUG_01360	E0198_001930
OG0001324	CLUG_01362	E0198_001929
OG0001325	CLUG_01363	E0198_001928
OG0001326	CLUG_01364	E0198_001927
OG0001327	CLUG_01365	E0198_001926
OG0001328	CLUG_01366	E0198_001925
OG0001329	CLUG_01367	E0198_001924
OG0001330	CLUG_01368	E0198_001923
OG0001331	CLUG_01369	E0198_001922
OG0001332	CLUG_01370	E0198_001921
OG0001333	CLUG_01371	E0198_001920
OG0001334	CLUG_01372	E0198_001919
OG0001335	CLUG_01373	E0198_001918
OG0001336	CLUG_01375	E0198_001916
OG0001337	CLUG_01376	E0198_001915
OG0001338	CLUG_01377	E0198_001914
OG0001339	CLUG_01381	E0198_001913
OG0001340	CLUG_01382	E0198_001912
OG0001341	CLUG_01383	E0198_001911
OG0001342	CLUG_01384	E0198_001909
OG0001343	CLUG_01385	E0198_001908
OG0001344	CLUG_01386	E0198_001907
OG0001345	CLUG_01388	E0198_001906
OG0001346	CLUG_01394	E0198_001904
OG0001347	CLUG_01395	E0198_001903
OG0001348	CLUG_01397	E0198_001901
OG0001349	CLUG_01398	E0198_001900
OG0001350	CLUG_01399	E0198_001899
OG0001351	CLUG_01403	E0198_001895
OG0001352	CLUG_01404	E0198_001894
OG0001353	CLUG_01407	E0198_001891
OG0001354	CLUG_01408	E0198_001890
OG0001355	CLUG_01409	E0198_001889
OG0001356	CLUG_01410	E0198_001888
OG0001357	CLUG_01411	E0198_001887
OG0001358	CLUG_01412	E0198_001886
OG0001359	CLUG_01413	E0198_001885
OG0001360	CLUG_01414	E0198_001884
OG0001361	CLUG_01415	E0198_001883
OG0001362	CLUG_01416	E0198_001882
OG0001363	CLUG_01417	E0198_001881
OG0001364	CLUG_01418	E0198_001880
OG0001365	CLUG_01419	E0198_001879
OG0001367	CLUG_01422	E0198_001877
OG0001368	CLUG_01423	E0198_001875
OG0001369	CLUG_01424	E0198_001874
OG0001370	CLUG_01425	E0198_001873
OG0001371	CLUG_01426	E0198_001872
OG0001372	CLUG_01427	E0198_001871
OG0001373	CLUG_01429	E0198_001870
OG0001374	CLUG_01431	E0198_001868
OG0001375	CLUG_01432	E0198_001867
OG0001376	CLUG_01433	E0198_001866
OG0001377	CLUG_01434	E0198_001865
OG0001378	CLUG_01435	E0198_001864
OG0001379	CLUG_01436	E0198_001863
OG0001380	CLUG_01437	E0198_001862
OG0001381	CLUG_01438	E0198_001861
OG0001382	CLUG_01439	E0198_001860
OG0001383	CLUG_01440	E0198_001859
OG0001384	CLUG_01441	E0198_001858
OG0001385	CLUG_01442	E0198_001857
OG0001386	CLUG_01444	E0198_001854
OG0001387	CLUG_01445	E0198_001853
OG0001388	CLUG_01446	E0198_001852
OG0001389	CLUG_01447	E0198_001851
OG0001390	CLUG_01448	E0198_001850
OG0001391	CLUG_01449	E0198_001849
OG0001392	CLUG_01450	E0198_001848
OG0001393	CLUG_01451	E0198_001847
OG0001394	CLUG_01452	E0198_001846
OG0001395	CLUG_01453	E0198_001844
OG0001396	CLUG_01454	E0198_001843
OG0001397	CLUG_01455	E0198_001842
OG0001398	CLUG_01456	E0198_001841
OG0001399	CLUG_01458	E0198_001840
OG0001400	CLUG_01459	E0198_001839
OG0001401	CLUG_01460	E0198_001838
OG0001402	CLUG_01461	E0198_001837
OG0001403	CLUG_01462	E0198_001835
OG0001404	CLUG_01463	E0198_001834
OG0001405	CLUG_01464	E0198_001833
OG0001406	CLUG_01465	E0198_001832
OG0001407	CLUG_01466	E0198_001831
OG0001408	CLUG_01467	E0198_001830
OG0001409	CLUG_01470	E0198_001829
OG0001410	CLUG_01472	E0198_001828
OG0001411	CLUG_01473	E0198_001827
OG0001412	CLUG_01474	E0198_001826
OG0001413	CLUG_01475	E0198_001825
OG0001414	CLUG_01476	E0198_001824
OG0001415	CLUG_01477	E0198_001823
OG0001416	CLUG_01479	E0198_001821
OG0001417	CLUG_01480	E0198_001820
OG0001418	CLUG_01482	E0198_001818
OG0001419	CLUG_01483	E0198_001816
OG0001420	CLUG_01485	E0198_001814
OG0001421	CLUG_01486	E0198_001813
OG0001422	CLUG_01491	E0198_001811
OG0001423	CLUG_01492	E0198_001810
OG0001424	CLUG_01493	E0198_001809
OG0001425	CLUG_01494	E0198_001808
OG0001426	CLUG_01495	E0198_001807
OG0001427	CLUG_01496	E0198_001805
OG0001428	CLUG_01497	E0198_001804
OG0001429	CLUG_01499	E0198_001803
OG0001430	CLUG_01500	E0198_001802
OG0001431	CLUG_01502	E0198_001799
OG0001432	CLUG_01503	E0198_001798
OG0001433	CLUG_01505	E0198_001796
OG0001434	CLUG_01506	E0198_001795
OG0001435	CLUG_01507	E0198_001794
OG0001436	CLUG_01508	E0198_001793
OG0001437	CLUG_01509	E0198_001792
OG0001438	CLUG_01512	E0198_001791
OG0001439	CLUG_01513	E0198_001790
OG0001440	CLUG_01515	E0198_001788
OG0001441	CLUG_01516	E0198_001787
OG0001442	CLUG_01517	E0198_001786
OG0001443	CLUG_01518	E0198_001785
OG0001444	CLUG_01519	E0198_001783
OG0001445	CLUG_01520	E0198_001782
OG0001446	CLUG_01521	E0198_001781
OG0001447	CLUG_01522	E0198_001780
OG0001448	CLUG_01523	E0198_001779
OG0001449	CLUG_01524	E0198_001778
OG0001450	CLUG_01526	E0198_001776
OG0001451	CLUG_01527	E0198_001775
OG0001452	CLUG_01528	E0198_001774
OG0001453	CLUG_01529	E0198_001773
OG0001454	CLUG_01530	E0198_001772
OG0001455	CLUG_01531	E0198_001771
OG0001456	CLUG_01532	E0198_001770
OG0001457	CLUG_01533	E0198_001769
OG0001458	CLUG_01535	E0198_001768
OG0001459	CLUG_01537	E0198_001767
OG0001460	CLUG_01538	E0198_001766
OG0001461	CLUG_01540	E0198_001765
OG0001462	CLUG_01541	E0198_001764
OG0001463	CLUG_01543	E0198_001763
OG0001464	CLUG_01544	E0198_001762
OG0001465	CLUG_01545	E0198_001761
OG0001466	CLUG_01546	E0198_001760
OG0001467	CLUG_01547	E0198_001759
OG0001468	CLUG_01548	E0198_001758
OG0001469	CLUG_01549	E0198_001757
OG0001470	CLUG_01550	E0198_001756
OG0001471	CLUG_01551	E0198_001755
OG0001472	CLUG_01552	E0198_001754
OG0001473	CLUG_01553	E0198_001753
OG0001474	CLUG_01554	E0198_001752
OG0001475	CLUG_01555	E0198_001751
OG0001476	CLUG_01556	E0198_001750
OG0001477	CLUG_01557	E0198_001749
OG0001478	CLUG_01558	E0198_001748
OG0001479	CLUG_01559	E0198_001746
OG0001480	CLUG_01560	E0198_001745
OG0001481	CLUG_01561	E0198_001744
OG0001482	CLUG_01562	E0198_001743
OG0001483	CLUG_01563	E0198_001742
OG0001484	CLUG_01564	E0198_001741
OG0001485	CLUG_01567	E0198_001739
OG0001486	CLUG_01568	E0198_001738
OG0001487	CLUG_01569	E0198_001737
OG0001488	CLUG_01570	E0198_001735
OG0001489	CLUG_01571	E0198_001734
OG0001490	CLUG_01573	E0198_001733
OG0001491	CLUG_01574	E0198_001732
OG0001492	CLUG_01576	E0198_001729
OG0001494	CLUG_01583	E0198_001728
OG0001495	CLUG_01584	E0198_001727
OG0001496	CLUG_01585	E0198_001726
OG0001497	CLUG_01586	E0198_001725
OG0001498	CLUG_01588	E0198_001724
OG0001499	CLUG_01590	E0198_001723
OG0001500	CLUG_01592	E0198_001722
OG0001501	CLUG_01594	E0198_001719
OG0001502	CLUG_01595	E0198_001718
OG0001503	CLUG_01596	E0198_001717
OG0001504	CLUG_01597	E0198_001716
OG0001505	CLUG_01598	E0198_001715
OG0001506	CLUG_01599	E0198_001714
OG0001507	CLUG_01600	E0198_001713
OG0001508	CLUG_01601	E0198_001712
OG0001509	CLUG_01603	E0198_001710
OG0001510	CLUG_01604	E0198_001709
OG0001511	CLUG_01605	E0198_001708
OG0001512	CLUG_01606	E0198_001707
OG0001513	CLUG_01607	E0198_001706
OG0001514	CLUG_01608	E0198_001705
OG0001515	CLUG_01609	E0198_001704
OG0001516	CLUG_01612	E0198_001701
OG0001517	CLUG_01613	E0198_001700
OG0001518	CLUG_01614	E0198_001699
OG0001519	CLUG_01615	E0198_001698
OG0001520	CLUG_01617	E0198_001696
OG0001521	CLUG_01618	E0198_001695
OG0001522	CLUG_01621	E0198_001693
OG0001523	CLUG_01622	E0198_001692
OG0001524	CLUG_01623	E0198_001691
OG0001525	CLUG_01624	E0198_001690
OG0001526	CLUG_01625	E0198_001689
OG0001527	CLUG_01626	E0198_001688
OG0001528	CLUG_01628	E0198_001686
OG0001529	CLUG_01630	E0198_001685
OG0001530	CLUG_01631	E0198_001684
OG0001531	CLUG_01632	E0198_001683
OG0001532	CLUG_01633	E0198_001682
OG0001533	CLUG_01635	E0198_001681
OG0001534	CLUG_01636	E0198_001680
OG0001535	CLUG_01637	E0198_001679
OG0001536	CLUG_01638	E0198_001678
OG0001537	CLUG_01639	E0198_001677
OG0001538	CLUG_01640	E0198_001676
OG0001539	CLUG_01641	E0198_001675
OG0001540	CLUG_01642	E0198_001674
OG0001541	CLUG_01643	E0198_001673
OG0001542	CLUG_01644	E0198_001672
OG0001543	CLUG_01646	E0198_001669
OG0001544	CLUG_01647	E0198_001668
OG0001545	CLUG_01648	E0198_001666
OG0001546	CLUG_01649	E0198_001665
OG0001547	CLUG_01650	E0198_001664
OG0001548	CLUG_01651	E0198_001663
OG0001549	CLUG_01652	E0198_001662
OG0001550	CLUG_01653	E0198_001661
OG0001551	CLUG_01655	E0198_001660
OG0001552	CLUG_01657	E0198_001659
OG0001553	CLUG_01658	E0198_001658
OG0001554	CLUG_01659	E0198_001657
OG0001555	CLUG_01660	E0198_001656
OG0001556	CLUG_01661	E0198_001655
OG0001557	CLUG_01662	E0198_001654
OG0001558	CLUG_01663	E0198_001653
OG0001559	CLUG_01664	E0198_001652
OG0001560	CLUG_01665	E0198_001651
OG0001561	CLUG_01666	E0198_001650
OG0001562	CLUG_01667	E0198_001649
OG0001563	CLUG_01668	E0198_001648
OG0001564	CLUG_01669	E0198_001647
OG0001565	CLUG_01670	E0198_001646
OG0001566	CLUG_01671	E0198_001645
OG0001567	CLUG_01672	E0198_001644
OG0001568	CLUG_01674	E0198_001642
OG0001569	CLUG_01675	E0198_001641
OG0001570	CLUG_01676	E0198_001640
OG0001571	CLUG_01677	E0198_001639
OG0001572	CLUG_01678	E0198_001638
OG0001573	CLUG_01679	E0198_001637
OG0001574	CLUG_01681	E0198_001635
OG0001575	CLUG_01683	E0198_001633
OG0001576	CLUG_01684	E0198_001632
OG0001577	CLUG_01686	E0198_001631
OG0001578	CLUG_01689	E0198_001629
OG0001579	CLUG_01690	E0198_001628
OG0001580	CLUG_01691	E0198_001627
OG0001581	CLUG_01692	E0198_001626
OG0001582	CLUG_01693	E0198_001625
OG0001583	CLUG_01695	E0198_001624
OG0001584	CLUG_01696	E0198_001623
OG0001585	CLUG_01697	E0198_001622
OG0001586	CLUG_01703	E0198_001620
OG0001587	CLUG_01704	E0198_001619
OG0001588	CLUG_01705	E0198_001618
OG0001589	CLUG_01706	E0198_001617
OG0001590	CLUG_01707	E0198_001616
OG0001591	CLUG_01708	E0198_001615
OG0001592	CLUG_01709	E0198_001612
OG0001593	CLUG_01710	E0198_001611
OG0001594	CLUG_01711	E0198_001610
OG0001595	CLUG_01712	E0198_001609
OG0001596	CLUG_01713	E0198_001608
OG0001597	CLUG_01715	E0198_001606
OG0001598	CLUG_01716	E0198_001605
OG0001599	CLUG_01717	E0198_001604
OG0001600	CLUG_01720	E0198_001603
OG0001601	CLUG_01721	E0198_001602
OG0001602	CLUG_01722	E0198_001601
OG0001603	CLUG_01723	E0198_001600
OG0001604	CLUG_01724	E0198_001599
OG0001605	CLUG_01726	E0198_001597
OG0001606	CLUG_01727	E0198_001596
OG0001607	CLUG_01728	E0198_001595
OG0001608	CLUG_01729	E0198_001593
OG0001609	CLUG_01732	E0198_001592
OG0001610	CLUG_01733	E0198_001591
OG0001611	CLUG_01734	E0198_001590
OG0001612	CLUG_01736	E0198_001587
OG0001613	CLUG_01737	E0198_001586
OG0001614	CLUG_01738	E0198_001585
OG0001615	CLUG_01739	E0198_001584
OG0001616	CLUG_01740	E0198_001583
OG0001617	CLUG_01741	E0198_001582
OG0001618	CLUG_01743	E0198_001581
OG0001619	CLUG_01745	E0198_001580
OG0001620	CLUG_01746	E0198_001577
OG0001621	CLUG_01747	E0198_001576
OG0001622	CLUG_01749	E0198_001574
OG0001623	CLUG_01751	E0198_001572
OG0001624	CLUG_01752	E0198_001571
OG0001625	CLUG_01753	E0198_001570
OG0001626	CLUG_01756	E0198_001569
OG0001627	CLUG_01758	E0198_001567
OG0001628	CLUG_01761	E0198_001564
OG0001630	CLUG_01767	E0198_001561
OG0001631	CLUG_01768	E0198_001560
OG0001632	CLUG_01769	E0198_001559
OG0001633	CLUG_01770	E0198_001558
OG0001634	CLUG_01771	E0198_001557
OG0001635	CLUG_01773	E0198_001555
OG0001636	CLUG_01774	E0198_001554
OG0001637	CLUG_01775	E0198_001553
OG0001638	CLUG_01778	E0198_001551
OG0001639	CLUG_01779	E0198_001550
OG0001640	CLUG_01781	E0198_001548
OG0001641	CLUG_01782	E0198_001547
OG0001642	CLUG_01783	E0198_001545
OG0001643	CLUG_01784	E0198_001544
OG0001644	CLUG_01785	E0198_001543
OG0001645	CLUG_01786	E0198_001542
OG0001646	CLUG_01787	E0198_001541
OG0001647	CLUG_01788	E0198_001540
OG0001648	CLUG_01789	E0198_001539
OG0001649	CLUG_01790	E0198_001538
OG0001650	CLUG_01791	E0198_001537
OG0001651	CLUG_01793	E0198_001536
OG0001652	CLUG_01794	E0198_001535
OG0001653	CLUG_01797	E0198_001533
OG0001654	CLUG_01801	E0198_001532
OG0001655	CLUG_01802	E0198_001531
OG0001656	CLUG_01803	E0198_001530
OG0001657	CLUG_01804	E0198_001529
OG0001658	CLUG_01805	E0198_001528
OG0001659	CLUG_01806	E0198_001527
OG0001660	CLUG_01807	E0198_001526
OG0001661	CLUG_01808	E0198_001525
OG0001662	CLUG_01809	E0198_001524
OG0001663	CLUG_01810	E0198_001523
OG0001664	CLUG_01812	E0198_001521
OG0001665	CLUG_01813	E0198_001520
OG0001666	CLUG_01814	E0198_001517
OG0001667	CLUG_01815	E0198_001515
OG0001668	CLUG_01816	E0198_001514
OG0001669	CLUG_01817	E0198_001513
OG0001670	CLUG_01818	E0198_001512
OG0001671	CLUG_01819	E0198_001511
OG0001672	CLUG_01821	E0198_001509
OG0001673	CLUG_01822	E0198_001508
OG0001674	CLUG_01823	E0198_001507
OG0001675	CLUG_01824	E0198_001506
OG0001676	CLUG_01825	E0198_001505
OG0001677	CLUG_01826	E0198_001504
OG0001678	CLUG_01828	E0198_001502
OG0001679	CLUG_01829	E0198_001501
OG0001680	CLUG_01830	E0198_001500
OG0001681	CLUG_01831	E0198_001499
OG0001682	CLUG_01832	E0198_001498
OG0001683	CLUG_01834	E0198_001497
OG0001684	CLUG_01835	E0198_001496
OG0001685	CLUG_01836	E0198_001495
OG0001686	CLUG_01837	E0198_001494
OG0001687	CLUG_01838	E0198_001493
OG0001688	CLUG_01841	E0198_001492
OG0001689	CLUG_01842	E0198_001491
OG0001690	CLUG_01843	E0198_001489
OG0001691	CLUG_01844	E0198_001488
OG0001692	CLUG_01845	E0198_001487
OG0001693	CLUG_01846	E0198_001486
OG0001694	CLUG_01848	E0198_001485
OG0001695	CLUG_01849	E0198_001484
OG0001696	CLUG_01850	E0198_001483
OG0001697	CLUG_01851	E0198_001482
OG0001698	CLUG_01852	E0198_001480
OG0001699	CLUG_01853	E0198_001479
OG0001700	CLUG_01854	E0198_001478
OG0001701	CLUG_01855	E0198_001477
OG0001702	CLUG_01856	E0198_001475
OG0001703	CLUG_01857	E0198_001474
OG0001704	CLUG_01858	E0198_001473
OG0001705	CLUG_01859	E0198_001472
OG0001706	CLUG_01860	E0198_001471
OG0001707	CLUG_01862	E0198_001470
OG0001708	CLUG_01863	E0198_001469
OG0001709	CLUG_01864	E0198_001468
OG0001710	CLUG_01865	E0198_001467
OG0001711	CLUG_01866	E0198_001464
OG0001712	CLUG_01868	E0198_001462
OG0001713	CLUG_01869	E0198_001461
OG0001714	CLUG_01870	E0198_001460
OG0001715	CLUG_01871	E0198_001459
OG0001716	CLUG_01872	E0198_001458
OG0001717	CLUG_01874	E0198_001457
OG0001718	CLUG_01875	E0198_001456
OG0001719	CLUG_01876	E0198_001455
OG0001720	CLUG_01878	E0198_001454
OG0001721	CLUG_01879	E0198_001453
OG0001722	CLUG_01880	E0198_001452
OG0001723	CLUG_01881	E0198_001451
OG0001724	CLUG_01882	E0198_001450
OG0001725	CLUG_01883	E0198_001449
OG0001726	CLUG_01886	E0198_001447
OG0001727	CLUG_01887	E0198_001446
OG0001728	CLUG_01888	E0198_001445
OG0001729	CLUG_01889	E0198_001444
OG0001730	CLUG_01891	E0198_001442
OG0001731	CLUG_01893	E0198_001441
OG0001732	CLUG_01894	E0198_001440
OG0001733	CLUG_01895	E0198_001439
OG0001734	CLUG_01896	E0198_001438
OG0001735	CLUG_01897	E0198_001437
OG0001736	CLUG_01899	E0198_001435
OG0001737	CLUG_01900	E0198_001434
OG0001738	CLUG_01901	E0198_001433
OG0001739	CLUG_01902	E0198_001432
OG0001740	CLUG_01904	E0198_001431
OG0001741	CLUG_01905	E0198_001430
OG0001742	CLUG_01906	E0198_001428
OG0001743	CLUG_01907	E0198_001427
OG0001744	CLUG_01908	E0198_001426
OG0001745	CLUG_01909	E0198_001425
OG0001746	CLUG_01910	E0198_001424
OG0001747	CLUG_01911	E0198_001423
OG0001748	CLUG_01912	E0198_001422
OG0001749	CLUG_01913	E0198_001420
OG0001750	CLUG_01914	E0198_001419
OG0001751	CLUG_01915	E0198_001418
OG0001752	CLUG_01917	E0198_001416
OG0001753	CLUG_01918	E0198_001415
OG0001754	CLUG_01919	E0198_001414
OG0001755	CLUG_01920	E0198_001413
OG0001756	CLUG_01921	E0198_001412
OG0001757	CLUG_01922	E0198_001411
OG0001758	CLUG_01923	E0198_001410
OG0001759	CLUG_01924	E0198_001409
OG0001760	CLUG_01925	E0198_001408
OG0001761	CLUG_01926	E0198_001407
