Orthogroup	Clus_L17	Clus_ATCC42720
OG0001093	E0198_000128	CLUG_01060
OG0001094	E0198_000127	CLUG_01061
OG0001095	E0198_000126	CLUG_01062
OG0001096	E0198_000125	CLUG_01063
OG0001097	E0198_000124	CLUG_01064
OG0001098	E0198_000123	CLUG_01065
OG0001099	E0198_000121	CLUG_01066
OG0001100	E0198_000120	CLUG_01067
OG0001101	E0198_000119	CLUG_01068
OG0001102	E0198_000118	CLUG_01069
OG0001103	E0198_000117	CLUG_01070
OG0001104	E0198_000116	CLUG_01071
OG0001105	E0198_000115	CLUG_01072
OG0001106	E0198_000114	CLUG_01073
OG0001107	E0198_000112	CLUG_01074
OG0001108	E0198_000110	CLUG_01076
OG0001109	E0198_000108	CLUG_01078
OG0001110	E0198_000107	CLUG_01079
OG0001111	E0198_000106	CLUG_01081
OG0001112	E0198_000105	CLUG_01082
OG0001113	E0198_000104	CLUG_01083
OG0001114	E0198_000103	CLUG_01084
OG0001115	E0198_000102	CLUG_01085
OG0001116	E0198_000101	CLUG_01086
OG0001117	E0198_000100	CLUG_01087
OG0001118	E0198_000099	CLUG_01088
OG0001119	E0198_000098	CLUG_01089
OG0001120	E0198_000096	CLUG_01090
OG0001121	E0198_000094	CLUG_01092
OG0001122	E0198_000093	CLUG_01093
OG0001123	E0198_000092	CLUG_01094
OG0001124	E0198_000091	CLUG_01095
OG0001125	E0198_000090	CLUG_01096
OG0001126	E0198_000088	CLUG_01097
OG0001127	E0198_000087	CLUG_01098
OG0001128	E0198_000086	CLUG_01099
OG0001129	E0198_000084	CLUG_01100
OG0001130	E0198_000083	CLUG_01101
OG0001131	E0198_000082	CLUG_01102
OG0001132	E0198_000080	CLUG_01103
OG0001133	E0198_000079	CLUG_01104
OG0001134	E0198_000078	CLUG_01105
OG0001135	E0198_000077	CLUG_01106
OG0001136	E0198_000076	CLUG_01107
OG0001137	E0198_000074	CLUG_01109
OG0001138	E0198_000073	CLUG_01110
OG0001139	E0198_000072	CLUG_01112
OG0001140	E0198_000071	CLUG_01113
OG0001141	E0198_000070	CLUG_01114
OG0001142	E0198_000069	CLUG_01115
OG0001143	E0198_000068	CLUG_01116
OG0001144	E0198_000067	CLUG_01117
OG0001145	E0198_000066	CLUG_01119
OG0001146	E0198_000065	CLUG_01120
OG0001147	E0198_000064	CLUG_01122
OG0001148	E0198_000060	CLUG_01124
OG0001149	E0198_000059	CLUG_01125
OG0001150	E0198_000058	CLUG_01127
OG0001151	E0198_000057	CLUG_01128
OG0001152	E0198_000056	CLUG_01131
OG0001153	E0198_000055	CLUG_01132
OG0001154	E0198_000054	CLUG_01133
OG0001155	E0198_000053	CLUG_01134
OG0001156	E0198_000052	CLUG_01135
OG0001157	E0198_000051	CLUG_01136
OG0001158	E0198_000050	CLUG_01137
OG0001159	E0198_000049	CLUG_01138
OG0001160	E0198_000048	CLUG_01139
OG0001161	E0198_000047	CLUG_01140
OG0001162	E0198_000046	CLUG_01141
OG0001163	E0198_000045	CLUG_01142
OG0001164	E0198_000044	CLUG_01143
OG0001165	E0198_000043	CLUG_01144
OG0001166	E0198_000042	CLUG_01145
OG0001167	E0198_000041	CLUG_01146
OG0001168	E0198_000040	CLUG_01147
OG0001169	E0198_000039	CLUG_01148
OG0001170	E0198_000036	CLUG_01152
OG0001171	E0198_000035	CLUG_01153
OG0001172	E0198_000034	CLUG_01154
OG0001173	E0198_000033	CLUG_01155
OG0001174	E0198_000032	CLUG_01156
OG0001175	E0198_000031	CLUG_01158
OG0001176	E0198_000030	CLUG_01159
OG0001177	E0198_000029	CLUG_01160
OG0001178	E0198_000028	CLUG_01161
OG0001179	E0198_000027	CLUG_01162
OG0001180	E0198_000026	CLUG_01163
OG0001181	E0198_000025	CLUG_01164
OG0001182	E0198_000024	CLUG_01165
OG0001183	E0198_000023	CLUG_01166
OG0001184	E0198_000022	CLUG_01167
OG0001185	E0198_000020	CLUG_01168
OG0001186	E0198_000019	CLUG_01169
OG0001187	E0198_000018	CLUG_01170
OG0001188	E0198_000017	CLUG_01171
OG0001189	E0198_000016	CLUG_01172
OG0001190	E0198_000015	CLUG_01173
OG0001191	E0198_000014	CLUG_01174
OG0001192	E0198_000013	CLUG_01175
OG0001193	E0198_000012	CLUG_01176
OG0001194	E0198_000011	CLUG_01177
OG0001195	E0198_000008	CLUG_01180
OG0001196	E0198_000006	CLUG_01182
OG0001197	E0198_000005	CLUG_01183
OG0001198	E0198_000004	CLUG_01184
OG0001199	E0198_000003	CLUG_01185
OG0001200	E0198_000001	CLUG_01186
OG0001201	E0198_002072	CLUG_01211
OG0001202	E0198_002071	CLUG_01212
OG0001203	E0198_002070	CLUG_01213
OG0001204	E0198_002069	CLUG_01214
OG0001205	E0198_002068	CLUG_01215
OG0001206	E0198_002066	CLUG_01217
OG0001207	E0198_002065	CLUG_01218
OG0001208	E0198_002063	CLUG_01220
OG0001209	E0198_002062	CLUG_01221
OG0001210	E0198_002061	CLUG_01224
OG0001211	E0198_002060	CLUG_01225
OG0001212	E0198_002059	CLUG_01226
OG0001213	E0198_002058	CLUG_01227
OG0001214	E0198_002057	CLUG_01228
OG0001215	E0198_002055	CLUG_01232
OG0001216	E0198_002054	CLUG_01233
OG0001217	E0198_002053	CLUG_01234
OG0001218	E0198_002052	CLUG_01235
OG0001219	E0198_002051	CLUG_01236
OG0001220	E0198_002049	CLUG_01237
OG0001221	E0198_002048	CLUG_01238
OG0001222	E0198_002047	CLUG_01239
OG0001223	E0198_002046	CLUG_01240
OG0001224	E0198_002045	CLUG_01241
OG0001225	E0198_002044	CLUG_01243
OG0001226	E0198_002043	CLUG_01244
OG0001227	E0198_002042	CLUG_01245
OG0001228	E0198_002041	CLUG_01246
OG0001229	E0198_002040	CLUG_01247
OG0001230	E0198_002039	CLUG_01248
OG0001232	E0198_002037	CLUG_01251
OG0001233	E0198_002036	CLUG_01252
OG0001234	E0198_002035	CLUG_01253
OG0001235	E0198_002034	CLUG_01254
OG0001236	E0198_002033	CLUG_01255
OG0001237	E0198_002032	CLUG_01256
OG0001238	E0198_002031	CLUG_01257
OG0001239	E0198_002030	CLUG_01258
OG0001240	E0198_002029	CLUG_01259
OG0001241	E0198_002028	CLUG_01260
OG0001242	E0198_002027	CLUG_01261
OG0001243	E0198_002024	CLUG_01262
OG0001244	E0198_002023	CLUG_01263
OG0001245	E0198_002022	CLUG_01264
OG0001246	E0198_002021	CLUG_01265
OG0001247	E0198_002020	CLUG_01266
OG0001248	E0198_002019	CLUG_01267
OG0001249	E0198_002018	CLUG_01268
OG0001250	E0198_002017	CLUG_01269
OG0001251	E0198_002016	CLUG_01270
OG0001252	E0198_002015	CLUG_01271
OG0001253	E0198_002014	CLUG_01272
OG0001254	E0198_002012	CLUG_01273
OG0001255	E0198_002009	CLUG_01276
OG0001256	E0198_002008	CLUG_01277
OG0001257	E0198_002007	CLUG_01278
OG0001258	E0198_002006	CLUG_01279
OG0001259	E0198_002005	CLUG_01280
OG0001260	E0198_002003	CLUG_01282
OG0001261	E0198_002002	CLUG_01283
OG0001262	E0198_002001	CLUG_01284
OG0001263	E0198_002000	CLUG_01285
OG0001264	E0198_001999	CLUG_01286
OG0001265	E0198_001998	CLUG_01287
OG0001266	E0198_001997	CLUG_01288
OG0001267	E0198_001996	CLUG_01289
OG0001268	E0198_001995	CLUG_01290
OG0001269	E0198_001993	CLUG_01291
OG0001270	E0198_001992	CLUG_01292
OG0001271	E0198_001991	CLUG_01293
OG0001272	E0198_001990	CLUG_01294
OG0001273	E0198_001989	CLUG_01297
OG0001274	E0198_001988	CLUG_01298
OG0001275	E0198_001987	CLUG_01299
OG0001276	E0198_001986	CLUG_01300
OG0001277	E0198_001985	CLUG_01301
OG0001278	E0198_001984	CLUG_01302
OG0001279	E0198_001983	CLUG_01303
OG0001280	E0198_001981	CLUG_01305
OG0001281	E0198_001980	CLUG_01306
OG0001282	E0198_001979	CLUG_01307
OG0001283	E0198_001978	CLUG_01308
OG0001284	E0198_001977	CLUG_01309
OG0001285	E0198_001976	CLUG_01310
OG0001286	E0198_001975	CLUG_01311
OG0001287	E0198_001974	CLUG_01313
OG0001288	E0198_001973	CLUG_01314
OG0001289	E0198_001972	CLUG_01315
OG0001290	E0198_001970	CLUG_01317
OG0001291	E0198_001969	CLUG_01318
OG0001292	E0198_001968	CLUG_01319
OG0001293	E0198_001966	CLUG_01321
OG0001294	E0198_001965	CLUG_01322
OG0001295	E0198_001964	CLUG_01323
OG0001296	E0198_001962	CLUG_01324
OG0001297	E0198_001961	CLUG_01325
OG0001298	E0198_001960	CLUG_01326
OG0001299	E0198_001959	CLUG_01327
OG0001300	E0198_001958	CLUG_01328
OG0001301	E0198_001956	CLUG_01329
OG0001302	E0198_001955	CLUG_01330
OG0001303	E0198_001954	CLUG_01331
OG0001304	E0198_001952	CLUG_01332
OG0001305	E0198_001951	CLUG_01333
OG0001306	E0198_001950	CLUG_01334
OG0001307	E0198_001949	CLUG_01336
OG0001308	E0198_001947	CLUG_01338
OG0001309	E0198_001946	CLUG_01339
OG0001310	E0198_001944	CLUG_01342
OG0001311	E0198_001942	CLUG_01344
OG0001312	E0198_001941	CLUG_01345
OG0001313	E0198_001940	CLUG_01348
OG0001314	E0198_001939	CLUG_01349
OG0001315	E0198_001938	CLUG_01350
OG0001316	E0198_001937	CLUG_01351
OG0001317	E0198_001936	CLUG_01353
OG0001318	E0198_001935	CLUG_01354
OG0001319	E0198_001934	CLUG_01355
OG0001320	E0198_001933	CLUG_01356
OG0001321	E0198_001932	CLUG_01358
OG0001322	E0198_001931	CLUG_01359
OG0001323	E0198_001930	CLUG_01360
OG0001324	E0198_001929	CLUG_01362
OG0001325	E0198_001928	CLUG_01363
OG0001326	E0198_001927	CLUG_01364
OG0001327	E0198_001926	CLUG_01365
OG0001328	E0198_001925	CLUG_01366
OG0001329	E0198_001924	CLUG_01367
OG0001330	E0198_001923	CLUG_01368
OG0001331	E0198_001922	CLUG_01369
OG0001332	E0198_001921	CLUG_01370
OG0001333	E0198_001920	CLUG_01371
OG0001334	E0198_001919	CLUG_01372
OG0001335	E0198_001918	CLUG_01373
OG0001336	E0198_001916	CLUG_01375
OG0001337	E0198_001915	CLUG_01376
OG0001338	E0198_001914	CLUG_01377
OG0001339	E0198_001913	CLUG_01381
OG0001340	E0198_001912	CLUG_01382
OG0001341	E0198_001911	CLUG_01383
OG0001342	E0198_001909	CLUG_01384
OG0001343	E0198_001908	CLUG_01385
OG0001344	E0198_001907	CLUG_01386
OG0001345	E0198_001906	CLUG_01388
OG0001346	E0198_001904	CLUG_01394
OG0001347	E0198_001903	CLUG_01395
OG0001348	E0198_001901	CLUG_01397
OG0001349	E0198_001900	CLUG_01398
OG0001350	E0198_001899	CLUG_01399
OG0001351	E0198_001895	CLUG_01403
OG0001352	E0198_001894	CLUG_01404
OG0001353	E0198_001891	CLUG_01407
OG0001354	E0198_001890	CLUG_01408
OG0001355	E0198_001889	CLUG_01409
OG0001356	E0198_001888	CLUG_01410
OG0001357	E0198_001887	CLUG_01411
OG0001358	E0198_001886	CLUG_01412
OG0001359	E0198_001885	CLUG_01413
OG0001360	E0198_001884	CLUG_01414
OG0001361	E0198_001883	CLUG_01415
OG0001362	E0198_001882	CLUG_01416
OG0001363	E0198_001881	CLUG_01417
OG0001364	E0198_001880	CLUG_01418
OG0001365	E0198_001879	CLUG_01419
OG0001367	E0198_001877	CLUG_01422
OG0001368	E0198_001875	CLUG_01423
OG0001369	E0198_001874	CLUG_01424
OG0001370	E0198_001873	CLUG_01425
OG0001371	E0198_001872	CLUG_01426
OG0001372	E0198_001871	CLUG_01427
OG0001373	E0198_001870	CLUG_01429
OG0001374	E0198_001868	CLUG_01431
OG0001375	E0198_001867	CLUG_01432
OG0001376	E0198_001866	CLUG_01433
OG0001377	E0198_001865	CLUG_01434
OG0001378	E0198_001864	CLUG_01435
OG0001379	E0198_001863	CLUG_01436
OG0001380	E0198_001862	CLUG_01437
OG0001381	E0198_001861	CLUG_01438
OG0001382	E0198_001860	CLUG_01439
OG0001383	E0198_001859	CLUG_01440
OG0001384	E0198_001858	CLUG_01441
OG0001385	E0198_001857	CLUG_01442
OG0001386	E0198_001854	CLUG_01444
OG0001387	E0198_001853	CLUG_01445
OG0001388	E0198_001852	CLUG_01446
OG0001389	E0198_001851	CLUG_01447
OG0001390	E0198_001850	CLUG_01448
OG0001391	E0198_001849	CLUG_01449
OG0001392	E0198_001848	CLUG_01450
OG0001393	E0198_001847	CLUG_01451
OG0001394	E0198_001846	CLUG_01452
OG0001395	E0198_001844	CLUG_01453
OG0001396	E0198_001843	CLUG_01454
OG0001397	E0198_001842	CLUG_01455
OG0001398	E0198_001841	CLUG_01456
OG0001399	E0198_001840	CLUG_01458
OG0001400	E0198_001839	CLUG_01459
OG0001401	E0198_001838	CLUG_01460
OG0001402	E0198_001837	CLUG_01461
OG0001403	E0198_001835	CLUG_01462
OG0001404	E0198_001834	CLUG_01463
OG0001405	E0198_001833	CLUG_01464
OG0001406	E0198_001832	CLUG_01465
OG0001407	E0198_001831	CLUG_01466
OG0001408	E0198_001830	CLUG_01467
OG0001409	E0198_001829	CLUG_01470
OG0001410	E0198_001828	CLUG_01472
OG0001411	E0198_001827	CLUG_01473
OG0001412	E0198_001826	CLUG_01474
OG0001413	E0198_001825	CLUG_01475
OG0001414	E0198_001824	CLUG_01476
OG0001415	E0198_001823	CLUG_01477
OG0001416	E0198_001821	CLUG_01479
OG0001417	E0198_001820	CLUG_01480
OG0001418	E0198_001818	CLUG_01482
OG0001419	E0198_001816	CLUG_01483
OG0001420	E0198_001814	CLUG_01485
OG0001421	E0198_001813	CLUG_01486
OG0001422	E0198_001811	CLUG_01491
OG0001423	E0198_001810	CLUG_01492
OG0001424	E0198_001809	CLUG_01493
OG0001425	E0198_001808	CLUG_01494
OG0001426	E0198_001807	CLUG_01495
OG0001427	E0198_001805	CLUG_01496
OG0001428	E0198_001804	CLUG_01497
OG0001429	E0198_001803	CLUG_01499
OG0001430	E0198_001802	CLUG_01500
OG0001431	E0198_001799	CLUG_01502
OG0001432	E0198_001798	CLUG_01503
OG0001433	E0198_001796	CLUG_01505
OG0001434	E0198_001795	CLUG_01506
OG0001435	E0198_001794	CLUG_01507
OG0001436	E0198_001793	CLUG_01508
OG0001437	E0198_001792	CLUG_01509
OG0001438	E0198_001791	CLUG_01512
OG0001439	E0198_001790	CLUG_01513
OG0001440	E0198_001788	CLUG_01515
OG0001441	E0198_001787	CLUG_01516
OG0001442	E0198_001786	CLUG_01517
OG0001443	E0198_001785	CLUG_01518
OG0001444	E0198_001783	CLUG_01519
OG0001445	E0198_001782	CLUG_01520
OG0001446	E0198_001781	CLUG_01521
OG0001447	E0198_001780	CLUG_01522
OG0001448	E0198_001779	CLUG_01523
OG0001449	E0198_001778	CLUG_01524
OG0001450	E0198_001776	CLUG_01526
OG0001451	E0198_001775	CLUG_01527
OG0001452	E0198_001774	CLUG_01528
OG0001453	E0198_001773	CLUG_01529
OG0001454	E0198_001772	CLUG_01530
OG0001455	E0198_001771	CLUG_01531
OG0001456	E0198_001770	CLUG_01532
OG0001457	E0198_001769	CLUG_01533
OG0001458	E0198_001768	CLUG_01535
OG0001459	E0198_001767	CLUG_01537
OG0001460	E0198_001766	CLUG_01538
OG0001461	E0198_001765	CLUG_01540
OG0001462	E0198_001764	CLUG_01541
OG0001463	E0198_001763	CLUG_01543
OG0001464	E0198_001762	CLUG_01544
OG0001465	E0198_001761	CLUG_01545
OG0001466	E0198_001760	CLUG_01546
OG0001467	E0198_001759	CLUG_01547
OG0001468	E0198_001758	CLUG_01548
OG0001469	E0198_001757	CLUG_01549
OG0001470	E0198_001756	CLUG_01550
OG0001471	E0198_001755	CLUG_01551
OG0001472	E0198_001754	CLUG_01552
OG0001473	E0198_001753	CLUG_01553
OG0001474	E0198_001752	CLUG_01554
OG0001475	E0198_001751	CLUG_01555
OG0001476	E0198_001750	CLUG_01556
OG0001477	E0198_001749	CLUG_01557
OG0001478	E0198_001748	CLUG_01558
OG0001479	E0198_001746	CLUG_01559
OG0001480	E0198_001745	CLUG_01560
OG0001481	E0198_001744	CLUG_01561
OG0001482	E0198_001743	CLUG_01562
OG0001483	E0198_001742	CLUG_01563
OG0001484	E0198_001741	CLUG_01564
OG0001485	E0198_001739	CLUG_01567
OG0001486	E0198_001738	CLUG_01568
OG0001487	E0198_001737	CLUG_01569
OG0001488	E0198_001735	CLUG_01570
OG0001489	E0198_001734	CLUG_01571
OG0001490	E0198_001733	CLUG_01573
OG0001491	E0198_001732	CLUG_01574
OG0001492	E0198_001729	CLUG_01576
OG0001494	E0198_001728	CLUG_01583
OG0001495	E0198_001727	CLUG_01584
OG0001496	E0198_001726	CLUG_01585
OG0001497	E0198_001725	CLUG_01586
OG0001498	E0198_001724	CLUG_01588
OG0001499	E0198_001723	CLUG_01590
OG0001500	E0198_001722	CLUG_01592
OG0001501	E0198_001719	CLUG_01594
OG0001502	E0198_001718	CLUG_01595
OG0001503	E0198_001717	CLUG_01596
OG0001504	E0198_001716	CLUG_01597
OG0001505	E0198_001715	CLUG_01598
OG0001506	E0198_001714	CLUG_01599
OG0001507	E0198_001713	CLUG_01600
OG0001508	E0198_001712	CLUG_01601
OG0001509	E0198_001710	CLUG_01603
OG0001510	E0198_001709	CLUG_01604
OG0001511	E0198_001708	CLUG_01605
OG0001512	E0198_001707	CLUG_01606
OG0001513	E0198_001706	CLUG_01607
OG0001514	E0198_001705	CLUG_01608
OG0001515	E0198_001704	CLUG_01609
OG0001516	E0198_001701	CLUG_01612
OG0001517	E0198_001700	CLUG_01613
OG0001518	E0198_001699	CLUG_01614
OG0001519	E0198_001698	CLUG_01615
OG0001520	E0198_001696	CLUG_01617
OG0001521	E0198_001695	CLUG_01618
OG0001522	E0198_001693	CLUG_01621
OG0001523	E0198_001692	CLUG_01622
OG0001524	E0198_001691	CLUG_01623
OG0001525	E0198_001690	CLUG_01624
OG0001526	E0198_001689	CLUG_01625
OG0001527	E0198_001688	CLUG_01626
OG0001528	E0198_001686	CLUG_01628
OG0001529	E0198_001685	CLUG_01630
OG0001530	E0198_001684	CLUG_01631
OG0001531	E0198_001683	CLUG_01632
OG0001532	E0198_001682	CLUG_01633
OG0001533	E0198_001681	CLUG_01635
OG0001534	E0198_001680	CLUG_01636
OG0001535	E0198_001679	CLUG_01637
OG0001536	E0198_001678	CLUG_01638
OG0001537	E0198_001677	CLUG_01639
OG0001538	E0198_001676	CLUG_01640
OG0001539	E0198_001675	CLUG_01641
OG0001540	E0198_001674	CLUG_01642
OG0001541	E0198_001673	CLUG_01643
OG0001542	E0198_001672	CLUG_01644
OG0001543	E0198_001669	CLUG_01646
OG0001544	E0198_001668	CLUG_01647
OG0001545	E0198_001666	CLUG_01648
OG0001546	E0198_001665	CLUG_01649
OG0001547	E0198_001664	CLUG_01650
OG0001548	E0198_001663	CLUG_01651
OG0001549	E0198_001662	CLUG_01652
OG0001550	E0198_001661	CLUG_01653
OG0001551	E0198_001660	CLUG_01655
OG0001552	E0198_001659	CLUG_01657
OG0001553	E0198_001658	CLUG_01658
OG0001554	E0198_001657	CLUG_01659
OG0001555	E0198_001656	CLUG_01660
OG0001556	E0198_001655	CLUG_01661
OG0001557	E0198_001654	CLUG_01662
OG0001558	E0198_001653	CLUG_01663
OG0001559	E0198_001652	CLUG_01664
OG0001560	E0198_001651	CLUG_01665
OG0001561	E0198_001650	CLUG_01666
OG0001562	E0198_001649	CLUG_01667
OG0001563	E0198_001648	CLUG_01668
OG0001564	E0198_001647	CLUG_01669
OG0001565	E0198_001646	CLUG_01670
OG0001566	E0198_001645	CLUG_01671
OG0001567	E0198_001644	CLUG_01672
OG0001568	E0198_001642	CLUG_01674
OG0001569	E0198_001641	CLUG_01675
OG0001570	E0198_001640	CLUG_01676
OG0001571	E0198_001639	CLUG_01677
OG0001572	E0198_001638	CLUG_01678
OG0001573	E0198_001637	CLUG_01679
OG0001574	E0198_001635	CLUG_01681
OG0001575	E0198_001633	CLUG_01683
OG0001576	E0198_001632	CLUG_01684
OG0001577	E0198_001631	CLUG_01686
OG0001578	E0198_001629	CLUG_01689
OG0001579	E0198_001628	CLUG_01690
OG0001580	E0198_001627	CLUG_01691
OG0001581	E0198_001626	CLUG_01692
OG0001582	E0198_001625	CLUG_01693
OG0001583	E0198_001624	CLUG_01695
OG0001584	E0198_001623	CLUG_01696
OG0001585	E0198_001622	CLUG_01697
OG0001586	E0198_001620	CLUG_01703
OG0001587	E0198_001619	CLUG_01704
OG0001588	E0198_001618	CLUG_01705
OG0001589	E0198_001617	CLUG_01706
OG0001590	E0198_001616	CLUG_01707
OG0001591	E0198_001615	CLUG_01708
OG0001592	E0198_001612	CLUG_01709
OG0001593	E0198_001611	CLUG_01710
OG0001594	E0198_001610	CLUG_01711
OG0001595	E0198_001609	CLUG_01712
OG0001596	E0198_001608	CLUG_01713
OG0001597	E0198_001606	CLUG_01715
OG0001598	E0198_001605	CLUG_01716
OG0001599	E0198_001604	CLUG_01717
OG0001600	E0198_001603	CLUG_01720
OG0001601	E0198_001602	CLUG_01721
OG0001602	E0198_001601	CLUG_01722
OG0001603	E0198_001600	CLUG_01723
OG0001604	E0198_001599	CLUG_01724
OG0001605	E0198_001597	CLUG_01726
OG0001606	E0198_001596	CLUG_01727
OG0001607	E0198_001595	CLUG_01728
OG0001608	E0198_001593	CLUG_01729
OG0001609	E0198_001592	CLUG_01732
OG0001610	E0198_001591	CLUG_01733
OG0001611	E0198_001590	CLUG_01734
OG0001612	E0198_001587	CLUG_01736
OG0001613	E0198_001586	CLUG_01737
OG0001614	E0198_001585	CLUG_01738
OG0001615	E0198_001584	CLUG_01739
OG0001616	E0198_001583	CLUG_01740
OG0001617	E0198_001582	CLUG_01741
OG0001618	E0198_001581	CLUG_01743
OG0001619	E0198_001580	CLUG_01745
OG0001620	E0198_001577	CLUG_01746
OG0001621	E0198_001576	CLUG_01747
OG0001622	E0198_001574	CLUG_01749
OG0001623	E0198_001572	CLUG_01751
OG0001624	E0198_001571	CLUG_01752
OG0001625	E0198_001570	CLUG_01753
OG0001626	E0198_001569	CLUG_01756
OG0001627	E0198_001567	CLUG_01758
OG0001628	E0198_001564	CLUG_01761
OG0001630	E0198_001561	CLUG_01767
OG0001631	E0198_001560	CLUG_01768
OG0001632	E0198_001559	CLUG_01769
OG0001633	E0198_001558	CLUG_01770
OG0001634	E0198_001557	CLUG_01771
OG0001635	E0198_001555	CLUG_01773
OG0001636	E0198_001554	CLUG_01774
OG0001637	E0198_001553	CLUG_01775
OG0001638	E0198_001551	CLUG_01778
OG0001639	E0198_001550	CLUG_01779
OG0001640	E0198_001548	CLUG_01781
OG0001641	E0198_001547	CLUG_01782
OG0001642	E0198_001545	CLUG_01783
OG0001643	E0198_001544	CLUG_01784
OG0001644	E0198_001543	CLUG_01785
OG0001645	E0198_001542	CLUG_01786
OG0001646	E0198_001541	CLUG_01787
OG0001647	E0198_001540	CLUG_01788
OG0001648	E0198_001539	CLUG_01789
OG0001649	E0198_001538	CLUG_01790
OG0001650	E0198_001537	CLUG_01791
OG0001651	E0198_001536	CLUG_01793
OG0001652	E0198_001535	CLUG_01794
OG0001653	E0198_001533	CLUG_01797
OG0001654	E0198_001532	CLUG_01801
OG0001655	E0198_001531	CLUG_01802
OG0001656	E0198_001530	CLUG_01803
OG0001657	E0198_001529	CLUG_01804
OG0001658	E0198_001528	CLUG_01805
OG0001659	E0198_001527	CLUG_01806
OG0001660	E0198_001526	CLUG_01807
OG0001661	E0198_001525	CLUG_01808
OG0001662	E0198_001524	CLUG_01809
OG0001663	E0198_001523	CLUG_01810
OG0001664	E0198_001521	CLUG_01812
OG0001665	E0198_001520	CLUG_01813
OG0001666	E0198_001517	CLUG_01814
OG0001667	E0198_001515	CLUG_01815
OG0001668	E0198_001514	CLUG_01816
OG0001669	E0198_001513	CLUG_01817
OG0001670	E0198_001512	CLUG_01818
OG0001671	E0198_001511	CLUG_01819
OG0001672	E0198_001509	CLUG_01821
OG0001673	E0198_001508	CLUG_01822
OG0001674	E0198_001507	CLUG_01823
OG0001675	E0198_001506	CLUG_01824
OG0001676	E0198_001505	CLUG_01825
OG0001677	E0198_001504	CLUG_01826
OG0001678	E0198_001502	CLUG_01828
OG0001679	E0198_001501	CLUG_01829
OG0001680	E0198_001500	CLUG_01830
OG0001681	E0198_001499	CLUG_01831
OG0001682	E0198_001498	CLUG_01832
OG0001683	E0198_001497	CLUG_01834
OG0001684	E0198_001496	CLUG_01835
OG0001685	E0198_001495	CLUG_01836
OG0001686	E0198_001494	CLUG_01837
OG0001687	E0198_001493	CLUG_01838
OG0001688	E0198_001492	CLUG_01841
OG0001689	E0198_001491	CLUG_01842
OG0001690	E0198_001489	CLUG_01843
OG0001691	E0198_001488	CLUG_01844
OG0001692	E0198_001487	CLUG_01845
OG0001693	E0198_001486	CLUG_01846
OG0001694	E0198_001485	CLUG_01848
OG0001695	E0198_001484	CLUG_01849
OG0001696	E0198_001483	CLUG_01850
OG0001697	E0198_001482	CLUG_01851
OG0001698	E0198_001480	CLUG_01852
OG0001699	E0198_001479	CLUG_01853
OG0001700	E0198_001478	CLUG_01854
OG0001701	E0198_001477	CLUG_01855
OG0001702	E0198_001475	CLUG_01856
OG0001703	E0198_001474	CLUG_01857
OG0001704	E0198_001473	CLUG_01858
OG0001705	E0198_001472	CLUG_01859
OG0001706	E0198_001471	CLUG_01860
OG0001707	E0198_001470	CLUG_01862
OG0001708	E0198_001469	CLUG_01863
OG0001709	E0198_001468	CLUG_01864
OG0001710	E0198_001467	CLUG_01865
OG0001711	E0198_001464	CLUG_01866
OG0001712	E0198_001462	CLUG_01868
OG0001713	E0198_001461	CLUG_01869
OG0001714	E0198_001460	CLUG_01870
OG0001715	E0198_001459	CLUG_01871
OG0001716	E0198_001458	CLUG_01872
OG0001717	E0198_001457	CLUG_01874
OG0001718	E0198_001456	CLUG_01875
OG0001719	E0198_001455	CLUG_01876
OG0001720	E0198_001454	CLUG_01878
OG0001721	E0198_001453	CLUG_01879
OG0001722	E0198_001452	CLUG_01880
OG0001723	E0198_001451	CLUG_01881
OG0001724	E0198_001450	CLUG_01882
OG0001725	E0198_001449	CLUG_01883
OG0001726	E0198_001447	CLUG_01886
OG0001727	E0198_001446	CLUG_01887
OG0001728	E0198_001445	CLUG_01888
OG0001729	E0198_001444	CLUG_01889
OG0001730	E0198_001442	CLUG_01891
OG0001731	E0198_001441	CLUG_01893
OG0001732	E0198_001440	CLUG_01894
OG0001733	E0198_001439	CLUG_01895
OG0001734	E0198_001438	CLUG_01896
OG0001735	E0198_001437	CLUG_01897
OG0001736	E0198_001435	CLUG_01899
OG0001737	E0198_001434	CLUG_01900
OG0001738	E0198_001433	CLUG_01901
OG0001739	E0198_001432	CLUG_01902
OG0001740	E0198_001431	CLUG_01904
OG0001741	E0198_001430	CLUG_01905
OG0001742	E0198_001428	CLUG_01906
OG0001743	E0198_001427	CLUG_01907
OG0001744	E0198_001426	CLUG_01908
OG0001745	E0198_001425	CLUG_01909
OG0001746	E0198_001424	CLUG_01910
OG0001747	E0198_001423	CLUG_01911
OG0001748	E0198_001422	CLUG_01912
OG0001749	E0198_001420	CLUG_01913
OG0001750	E0198_001419	CLUG_01914
OG0001751	E0198_001418	CLUG_01915
OG0001752	E0198_001416	CLUG_01917
OG0001753	E0198_001415	CLUG_01918
OG0001754	E0198_001414	CLUG_01919
OG0001755	E0198_001413	CLUG_01920
OG0001756	E0198_001412	CLUG_01921
OG0001757	E0198_001411	CLUG_01922
OG0001758	E0198_001410	CLUG_01923
OG0001759	E0198_001409	CLUG_01924
OG0001760	E0198_001408	CLUG_01925
OG0001761	E0198_001407	CLUG_01926
